iter	MultiClass
184	0.05839826801
185	0.05805802701
186	0.05765696076
187	0.05730412083
188	0.05696492681
189	0.05651190032
190	0.05618771364
191	0.0557690898
192	0.05525180101
193	0.05490030472
194	0.05451277298
195	0.05423190305
196	0.05383095211
197	0.05347829973
198	0.0531557502
199	0.05288414343
200	0.05253294967
201	0.05231161936
202	0.05205504189
203	0.05177832979
204	0.0514983524
205	0.05116802412
206	0.05085774458
207	0.0505467185
208	0.0502986703
209	0.04996007799
210	0.04958614749
211	0.04935566234
212	0.04903879003
213	0.04881514453
214	0.0485201874
215	0.04826235162
216	0.04801871414
217	0.04779736429
218	0.04746920039
219	0.04722480032
220	0.04693379703
221	0.04669589544
222	0.04645026264
223	0.04620003897
224	0.04596627297
225	0.04571111081
226	0.04547205626
227	0.04522274245
228	0.04501438179
229	0.04478135021
230	0.04445935842
231	0.04425556591
232	0.04406496231
233	0.04387003331
234	0.04369306292
235	0.04343337947
236	0.04323072869
237	0.04298168673
238	0.04275339264
239	0.04249915683
240	0.04231803827
241	0.04211875085
242	0.04192546472
243	0.04173646472
244	0.04155608725
245	0.04131212272
246	0.04105903188
247	0.0408595203
248	0.04060311557
249	0.04039305175
250	0.04025861446
251	0.04006449453
252	0.03984761703
253	0.03968752876
254	0.03951634733
255	0.03932051651
256	0.03913026153
257	0.03895995412
258	0.03873692211
259	0.03860216093
260	0.03843963988
261	0.0382730407
262	0.03803419222
263	0.03789105217
264	0.0377172152
265	0.03753667406
266	0.0373718376
267	0.0371567088
268	0.03692742934
269	0.03678090485
270	0.03664923449
271	0.03649436206
272	0.03633719758
273	0.03615084278
274	0.03597698802
275	0.03582895883
276	0.0356405038
277	0.03546516138
278	0.03533918534
279	0.03520354378
280	0.03505079547
281	0.03491630536
282	0.03477056356
283	0.03461264657
284	0.03446867225
285	0.03430847656
286	0.03419741254
287	0.03406645503
288	0.03394381902
289	0.03380414852
290	0.03366196244
291	0.03350612279
292	0.03335301901
293	0.03325685261
294	0.03316504624
295	0.03301652949
296	0.03290043912
297	0.03278375936
298	0.0326412545
299	0.0325160349
300	0.03236267538
301	0.03225399909
302	0.03212294799
303	0.03202965745
304	0.03192704048
305	0.03179923212
306	0.03168602635
307	0.03159421664
308	0.03144295968
309	0.03131430442
310	0.03119655559
311	0.03108041065
312	0.03098000972
313	0.03085004087
314	0.03072744597
315	0.03062237983
316	0.03050640065
317	0.03037788252
318	0.03029029893
319	0.03019809782
320	0.03007366806
321	0.02994407711
322	0.02986424803
323	0.02975472661
324	0.02966142542
325	0.029562406
326	0.02947242877
327	0.02938059545
328	0.02926353014
329	0.02915264078
330	0.0290487376
331	0.02896398944
332	0.0288803315
333	0.02874775467
334	0.02866474154
335	0.02857546334
336	0.02850136789
337	0.02839593695
338	0.02828255862
339	0.02817989889
340	0.02808759696
341	0.02798552419
342	0.02787368816
343	0.02778070651
344	0.02768809781
345	0.02761724786
346	0.02753363193
347	0.02743337092
348	0.02732997956
349	0.02723303644
350	0.02713267913
351	0.02700777896
352	0.02689614596
353	0.02680839679
354	0.02672274879
355	0.02660048735
356	0.02649950155
357	0.0264154339
358	0.02629944015
359	0.02620299342
360	0.0261146383
361	0.0260274069
362	0.0259175538
363	0.02583036505
364	0.02575987966
365	0.02567612607
366	0.02558271327
367	0.02550071812
368	0.02543696676
369	0.02535832897
370	0.02528956105
371	0.02519823675
372	0.02510241656
373	0.02503156255
374	0.02497225713
375	0.02485916213
376	0.02478806931
377	0.0247111079
378	0.02464756525
379	0.02456612064
380	0.02449898857
381	0.02444249788
382	0.02436956975
383	0.02428724408
384	0.02421951296
385	0.0241624006
386	0.02407780218
387	0.02401933766
388	0.02394915146
389	0.02388457861
390	0.02381367056
391	0.02373903355
392	0.02367161183
393	0.02361281729
394	0.02353270895
395	0.0234775326
396	0.02341879612
397	0.02335968073
398	0.02329437477
399	0.02321203318
400	0.02315689022
401	0.02309068651
402	0.0230282314
403	0.02297206182
404	0.02288983349
405	0.02281165856
406	0.02274973715
407	0.02270265661
408	0.02265684493
409	0.02257514236
410	0.02251508285
411	0.0224419472
412	0.02237676669
413	0.02230584512
414	0.02224195133
415	0.02219130051
416	0.02213144032
417	0.02207025764
418	0.02199709997
419	0.02191922047
420	0.02186572764
421	0.02179683802
422	0.02174948577
423	0.0216821106
424	0.02161975007
425	0.02156384223
426	0.02151058099
427	0.02143791508
428	0.02136257875
429	0.02130743988
430	0.02124120833
431	0.02118210693
432	0.02113052161
433	0.0210801418
434	0.02102369247
435	0.02096592447
436	0.02091198422
437	0.02086045243
438	0.0208010745
439	0.02074421115
440	0.02068960222
441	0.02063577861
442	0.020568361
443	0.02051491792
444	0.02045251298
445	0.02039756426
446	0.0203370879
447	0.02027879645
448	0.02023272935
449	0.02016913558
450	0.02012058785
451	0.02007605511
452	0.02003293887
453	0.01997819184
454	0.01992223811
455	0.01985977172
456	0.01980410162
457	0.01976130765
458	0.01971861992
459	0.01968309252
460	0.01964220387
461	0.01959591705
462	0.0195505565
463	0.01949542347
464	0.01944398623
465	0.0194042163
466	0.01934321415
467	0.01929844911
468	0.01924268408
469	0.01919709884
470	0.01914348188
471	0.0190992292
472	0.01903689098
473	0.01898975874
474	0.01894738315
475	0.01889775709
476	0.01884810661
477	0.01879959269
478	0.01875448358
479	0.01870968742
480	0.01866583007
481	0.01861680485
482	0.01855627556
483	0.01850191962
484	0.01846001154
485	0.01842328089
486	0.01838591331
487	0.01834531801
488	0.01826927432
489	0.01823101493
490	0.01819407727
491	0.01816522296
492	0.01812662616
493	0.01808401987
494	0.01804904522
495	0.01801550583
496	0.01797148707
497	0.01793043722
498	0.01788100016
499	0.01783063723
500	0.01778343399
501	0.01775113892
502	0.0176920628
503	0.01765782966
504	0.01761674144
505	0.01756607195
506	0.01752280803
507	0.01749925596
508	0.01744579943
509	0.01741307012
510	0.01737810082
511	0.01734048127
512	0.01730056537
513	0.01725049126
514	0.01720738987
515	0.01717760925
516	0.01714069143
517	0.01711280826
518	0.01706068591
519	0.01702562891
520	0.01697486709
521	0.01693728202
522	0.01689780042
523	0.01686424795
524	0.01683550074
525	0.01680809308
526	0.01676959104
527	0.01673093753
528	0.01669947415
529	0.0166543097
530	0.01661410671
531	0.0165829542
532	0.01654886196
533	0.01651459984
534	0.01647415382
535	0.01644687783
536	0.01641291129
537	0.01637954191
538	0.01635000995
539	0.01632202626
540	0.01627532646
541	0.0162436328
542	0.01621680572
543	0.01617322875
544	0.0161373162
545	0.01609895097
546	0.01606858822
547	0.01602204847
548	0.01598011614
549	0.01594371364
550	0.01592134309
551	0.01587983799
552	0.01585045166
553	0.01581795825
554	0.01578013208
555	0.01575547438
556	0.01572067429
557	0.01569018683
558	0.01566096082
559	0.01562427177
560	0.01559806827
561	0.01556684734
562	0.01552282379
563	0.01549753414
564	0.01546892764
565	0.01542288247
566	0.01538621391
567	0.01535614669
568	0.01531157825
569	0.0152834048
570	0.0152539832
571	0.01522339792
572	0.01519466526
573	0.01517081803
574	0.0151469276
575	0.0151237879
576	0.01508831768
577	0.01505733662
578	0.0150258764
579	0.01500285773
580	0.01497441817
581	0.01494638662
582	0.01492482162
583	0.01490070365
584	0.01487177801
585	0.01484983647
586	0.01481850715
587	0.01479229312
588	0.01475975204
589	0.01473169669
590	0.01470765249
591	0.01467250176
592	0.01463885996
593	0.01461535297
594	0.01458782521
595	0.01455809858
596	0.01453656101
597	0.01450999404
598	0.01447480394
599	0.01445284077
600	0.0144216368
601	0.01440056275
602	0.01437168658
603	0.01434412326
604	0.01431656523
605	0.01427850214
606	0.01425099949
607	0.01423246865
608	0.01420345847
609	0.01417461567
610	0.01415335761
611	0.01412362696
612	0.01409569117
613	0.01407311328
614	0.01404536719
615	0.01402424367
616	0.01399776746
617	0.01397087571
618	0.01394573349
619	0.01392397821
620	0.01390772511
621	0.01388662293
622	0.01385633379
623	0.01382961239
624	0.01380768222
625	0.01378207693
626	0.01375241611
627	0.01372592178
628	0.0136994732
629	0.01367549241
630	0.01365561398
631	0.01363408941
632	0.01361091161
633	0.01358467885
634	0.01355085519
635	0.01353187476
636	0.01350823929
637	0.01348673346
638	0.01346214375
639	0.01343491136
640	0.01341428869
641	0.01339137884
642	0.01337006333
643	0.01333579173
644	0.01331323979
645	0.01329181902
646	0.01327412855
647	0.0132506034
648	0.01322810231
649	0.01319282619
650	0.01317382314
651	0.01315023408
652	0.01312496486
653	0.0130989021
654	0.01308137605
655	0.01305798341
656	0.0130381046
657	0.01301604406
658	0.01299222206
659	0.01296364926
660	0.01294943449
661	0.01291755782
662	0.01289725917
663	0.01287945754
664	0.01286125728
665	0.01283820781
666	0.01281773523
667	0.01279088321
668	0.01277420876
669	0.01275499491
670	0.01273020077
671	0.01270528874
672	0.01268032642
673	0.01266061675
674	0.01263926585
675	0.0126215541
676	0.01260138292
677	0.01258061195
678	0.01256363446
679	0.01254159567
680	0.01252119733
681	0.01250525326
682	0.01248323535
683	0.01246104518
684	0.01244097421
685	0.01241807164
686	0.01239599729
687	0.01237681042
688	0.01234470852
689	0.01231842598
690	0.01229961627
691	0.01228324913
692	0.0122606284
693	0.01224053417
694	0.01222004465
695	0.01219901273
696	0.01217927398
697	0.01215921607
698	0.01214081934
699	0.01212384205
700	0.01210205509
701	0.01208775525
702	0.01207054865
703	0.01205669308
704	0.0120395769
705	0.01202321279
706	0.01200336063
707	0.01198518711
708	0.01196482896
709	0.0119480106
710	0.01192879638
711	0.01190986039
712	0.01189286962
713	0.01187718232
714	0.01186027921
715	0.01184495497
716	0.01182848899
717	0.0118111496
718	0.01179640719
719	0.01178191125
720	0.01175671649
721	0.01174280585
722	0.01172872413
723	0.01170917794
724	0.01168716911
725	0.01167070146
726	0.01165380393
727	0.01163561372
728	0.01161658079
729	0.0115976795
730	0.01158467022
731	0.01156820775
732	0.01155193707
733	0.01153803394
734	0.01152072081
735	0.0115048823
736	0.01148821603
737	0.01147082354
738	0.0114537241
739	0.01144045227
740	0.01142384618
741	0.01140312808
742	0.01138916117
743	0.01137067407
744	0.01135299635
745	0.01133255025
746	0.01131888772
747	0.01130051791
748	0.01128668024
749	0.01126926809
750	0.01124455013
751	0.01122809749
752	0.01121069988
753	0.01119462434
754	0.01117517068
755	0.01115862326
756	0.01113677864
757	0.0111192929
758	0.01110128022
759	0.01107990248
760	0.01105836266
761	0.01104487552
762	0.01102804242
763	0.01100863959
764	0.01099712388
765	0.01097289786
766	0.01095634323
767	0.01094162792
768	0.01092959043
769	0.01090867143
770	0.01089438504
771	0.01087935318
772	0.01086504434
773	0.01084929559
774	0.01083261626
775	0.01081978085
776	0.01080355611
777	0.01079233437
778	0.01077698277
779	0.01076442981
780	0.01074727214
781	0.01073013269
782	0.01071670735
783	0.01070059881
784	0.01068514792
785	0.01066805604
786	0.01065611013
787	0.01063999928
788	0.0106262155
789	0.01060897558
790	0.01059333108
791	0.01057800751
792	0.01056111771
793	0.01054571162
794	0.01052996711
795	0.01051870246
796	0.01050778124
797	0.01049168626
798	0.0104763383
799	0.0104622974
800	0.01044630624
801	0.01043298087
802	0.01041874951
803	0.01040474014
804	0.01039618062
805	0.01038103717
806	0.01037071186
807	0.01035290289
808	0.01033684641
809	0.01032357851
810	0.01030986697
811	0.01029777474
812	0.01028322078
813	0.01027133605
814	0.01025924955
815	0.01024684391
816	0.01022962646
817	0.01021696551
818	0.010206141
819	0.01019558591
820	0.01017880773
821	0.01016450501
822	0.01014671537
823	0.01013367008
824	0.01012195085
825	0.01010960479
826	0.01009659227
827	0.01008127183
828	0.01006822942
829	0.01005394739
830	0.0100393005
831	0.01002308498
832	0.01001204021
833	0.009995575587
834	0.009986065874
835	0.00997198917
836	0.00996258373
837	0.009953942493
838	0.009940360636
839	0.009925080699
840	0.009915449543
841	0.009901289573
842	0.009889551664
843	0.009875279232
844	0.009864396186
845	0.009854584139
846	0.009845013921
847	0.00983094743
848	0.009816576015
849	0.00980675826
850	0.009792939294
851	0.00978065629
852	0.009767204207
853	0.009753202964
854	0.009737623974
855	0.009726005184
856	0.009712162636
857	0.009696093526
858	0.00968269197
859	0.009670836337
860	0.009657129499
861	0.00964576745
862	0.009634795153
863	0.009624248033
864	0.009611228042
865	0.009600310345
866	0.009588654207
867	0.00957763938
868	0.009564442409
869	0.009553428885
870	0.009543235873
871	0.009532191549
872	0.00952254184
873	0.009510839459
874	0.009497496056
875	0.009483995908
876	0.009474539474
877	0.00945896483
878	0.009438293048
879	0.00942461646
880	0.009413668632
881	0.009404353408
882	0.009392005517
883	0.009383909159
884	0.009375575109
885	0.009364713828
886	0.009353775223
887	0.009341796394
888	0.009328446445
889	0.009316473318
890	0.009305991228
891	0.009295310425
892	0.009283123737
893	0.00927282603
894	0.009258136595
895	0.009242236562
896	0.009231599245
897	0.009221909351
898	0.009210652515
899	0.009202250456
900	0.009190897577
901	0.009180102183
902	0.009168649087
903	0.009158750965
904	0.00914827948
905	0.009135687097
906	0.009126650557
907	0.009114761191
908	0.009106423758
909	0.0090954445
910	0.00908422601
911	0.009069220341
912	0.00905719803
913	0.00904820971
914	0.009033981461
915	0.009024398194
916	0.009013106063
917	0.009001748394
918	0.008990842085
919	0.008982727881
920	0.008973936435
921	0.008961381501
922	0.008951244862
923	0.008936485962
924	0.008927379073
925	0.008913326449
926	0.008903293476
927	0.008893859857
928	0.008884307041
929	0.008871935018
930	0.008861434462
931	0.008850317984
932	0.008840259729
933	0.008831872288
934	0.008820702166
935	0.008808011264
936	0.008798771778
937	0.008784952126
938	0.008776075844
939	0.008768937396
940	0.008756912139
941	0.008746697046
942	0.008737928921
943	0.008729568291
944	0.008719249412
945	0.008709307823
946	0.008700107058
947	0.008690159409
948	0.008680009076
949	0.008671224987
950	0.008661541481
951	0.008651283474
952	0.008640123021
953	0.008632163516
954	0.008621415735
955	0.008610848737
956	0.008601436071
957	0.008588476608
958	0.008579492649
959	0.008570715434
960	0.008557527658
961	0.008550415191
962	0.008538863778
963	0.008531488888
964	0.008522542663
965	0.008509172381
966	0.008497670548
967	0.00848973054
968	0.008479670339
969	0.008468247043
970	0.008460221085
971	0.00845208005
972	0.008444314057
973	0.008433260561
974	0.008423096407
975	0.008410548914
976	0.00839815569
977	0.008388586184
978	0.008378615905
979	0.008369054418
980	0.008361362849
981	0.008353060741
982	0.008343506033
983	0.008336920752
984	0.008327724453
985	0.008317780185
986	0.008309395222
987	0.008301235579
988	0.008292669649
989	0.008285063021
990	0.008277264315
991	0.00826969003
992	0.008260925181
993	0.008249558126
994	0.008239966325
995	0.008230240401
996	0.008221434057
997	0.008212459106
998	0.008201791908
999	0.008189879796
